Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
OMED;819110;USD;2017;FY;2017-12-31;2018-03-09;37631348;37631348;38154000;;38154000;-76600000;-16761000;-59839000;;-38446000;828000;;-37618000;-2527000;-40145000;1083000;-39062000;;-39062000;-39062000
OMED;819110;USD;2016;FY;2016-12-31;2017-03-09;32859554;32859554;25153000;;25153000;-128540000;-18827000;-109713000;;-103387000;299000;;-103088000;;-103088000;-14000;-103102000;;-103102000;-103102000
OMED;819110;USD;2015;FY;2015-12-31;2016-03-10;30028684;30028684;25899000;;25899000;-111456000;-18583000;-92873000;;-85557000;170000;;-85387000;;-85387000;-20000;-85407000;;-85407000;-85407000
OMED;819110;USD;2014;FY;2014-12-31;2015-03-12;29664326;29664326;39559000;;39559000;-90183000;-13753000;-76430000;;-50624000;105000;;-50519000;;-50519000;509000;-50010000;;-50010000;-50010000
OMED;819110;USD;2013;FY;2013-12-31;2014-03-18;13530239;13530239;37779000;;37779000;-61678000;-11630000;-50048000;;-23899000;-228000;;-24127000;;-24127000;-1944000;-26071000;;-26071000;-26071000
OMED;819110;USD;2012;FY;2012-12-31;2013-09-03;1044059;1044059;24681000;;24681000;-47050000;-7157000;-39893000;;-22369000;134000;;-22235000;;-22235000;0;-22235000;;-22235000;-22235000
USCR;819568;USD;2017;FY;2017-12-31;2018-03-01;15911000;16642000;1336039000;-1056605000;279434000;-187032000;-119234000;;-67798000;92402000;-39395000;-41957000;53007000;-14305000;38702000;-12436000;26266000;-630000;25512000;25512000
USCR;819568;USD;2016;FY;2016-12-31;2017-02-28;15098000;16226000;1168160000;-922338000;245822000;-154871000;-100019000;;-54852000;90951000;-24472000;-27709000;66479000;-35750000;30729000;-21151000;9578000;-717000;8861000;8861000
USCR;819568;USD;2015;FY;2015-12-31;2016-03-04;14080000;14080000;974717000;-768439000;206278000;-130443000;-86873000;;-43570000;75835000;-19670000;-21734000;56165000;-60480000;-4315000;-779000;-5094000;-320000;-5414000;-5414000
ASYS;819674;USD;2018;FY;2018-09-30;2018-12-07;14833000;15065000;176426000;-121269000;55157000;-37535000;-37535000;;;17622000;723000;;18345000;-12820000;5525000;-220000;5305000;;5305000;5305000
ASYS;819674;USD;2017;FY;2017-09-30;2017-11-20;13378000;13501000;164516000;-112584000;51932000;-35135000;-35135000;;;16797000;-595000;;16202000;-6372000;9830000;-1744000;8086000;;9131000;9131000
ASYS;819674;USD;2016;FY;2016-09-30;2016-11-30;13168000;13168000;120308000;-86245000;34063000;-33967000;-33967000;;;96000;-118000;;-22000;-5428000;-5450000;-3100000;-8550000;;-7008000;-7008000
ASYS;819674;USD;2015;FY;2015-09-30;2015-11-19;12022000;12022000;104883000;-77875000;27008000;-33028000;-33028000;;;-6020000;-100000;;-6120000;1313000;-4807000;-1910000;-6717000;;-7771000;-7771000
ASYS;819674;USD;2014;FY;2014-09-30;2014-11-20;9732000;9732000;56501000;-44875000;11626000;-18424000;-18424000;;;-6798000;40000;;-6758000;-6291000;-13049000;-1240000;-14289000;;-13047000;-13047000
ASYS;819674;USD;2013;FY;2013-09-30;2013-12-11;9529000;9529000;34798000;-30485000;4313000;-16830000;-16830000;;;-12517000;147000;;-12370000;-7477000;-19847000;-1860000;-21707000;;-20069000;-20069000
ASYS;819674;USD;2012;FY;2012-09-30;2012-12-07;9471000;9471000;81539000;-69891000;11648000;-23055000;-23055000;;;-11407000;-2389000;;-13796000;-19122000;-32918000;5320000;-27598000;;-23031000;-23031000
ASYS;819674;USD;2011;FY;2011-09-30;2011-11-17;9480000;9764000;246705000;-156048000;90657000;-46594000;-43739000;;;44063000;30000;;44093000;-5784000;38309000;-16190000;22119000;;22882000;22882000
ASYS;819674;USD;2010;FY;2010-09-30;2011-08-09;9022000;9237000;120019000;-77307000;42712000;-24075000;-24075000;;;18637000;-196000;;18441000;-2728000;15713000;-6150000;9563000;;9563000;9563000
ALRM;819790;USD;2017;FY;2017-12-31;2018-02-28;46682141;49153948;338937000;-116188000;222749000;-189375000;-98886000;-72755000;-17734000;33374000;-1133000;-2199000;32241000;;32241000;-2990000;29251000;;29251000;29238000
ALRM;819790;USD;2016;FY;2016-12-31;2017-03-16;45716757;47875522;261106000;-99380000;161726000;-147668000;-96906000;-44272000;-6490000;14058000;323000;-190000;14381000;;14381000;-4227000;10154000;;10154000;10142000
ALRM;819790;USD;2015;FY;2015-12-31;2016-02-29;24108362;24108362;208888000;-77374000;131514000;-113523000;-67713000;-40002000;-5808000;17991000;-526000;-178000;17465000;;17465000;-5697000;11768000;;11768000;-7219000
ALRM;819790;USD;2014;FY;2014-12-31;2015-08-14;2276694;3890121;167312000;-67179000;100133000;-79133000;-51949000;-23193000;-3991000;21000000;-681000;-196000;20319000;;20319000;-6817000;13502000;;13502000;563000
ALRM;819790;USD;2018;FY;2018-12-31;2019-03-01;47633739;49692184;420494000;-145715000;274779000;-262577000;-151652000;-89204000;-21721000;12202000;-503000;-2918000;11699000;;11699000;9825000;21524000;;21524000;21521000
CNS;820401;USD;2017;FY;2017-12-31;2018-02-23;46353000;46979000;378194000;;378194000;-223448000;-176699000;;-7117000;154746000;3392000;4333000;158138000;2262000;160400000;-67914000;92486000;;91939000;91939000
CNS;820401;USD;2016;FY;2016-12-31;2017-02-24;45951000;46432000;349876000;;349876000;-214365000;-167165000;;-7610000;135511000;6223000;2119000;141734000;1669000;143403000;-50593000;92810000;;92936000;92936000
CNS;820401;USD;2015;FY;2015-12-31;2016-02-26;45433000;45897000;328655000;;328655000;-201106000;-158563000;;-6213000;127549000;-9781000;1600000;117768000;-5024000;112744000;-48407000;64337000;;64551000;64551000
CNS;820401;USD;2014;FY;2014-12-31;2015-02-27;44788000;45643000;313934000;;313934000;-191993000;-150069000;;-6454000;121941000;-401000;2058000;121540000;474000;122014000;-46280000;75734000;;75510000;75510000
CNS;820401;USD;2013;FY;2013-12-31;2014-03-14;44272000;45083000;297713000;;297713000;-191371000;-141509000;;-8615000;106342000;2375000;2280000;108717000;-4353000;104364000;-41109000;63255000;;68119000;68119000
CNS;820401;USD;2012;FY;2012-12-31;2013-03-15;43766000;44482000;273553000;;273553000;-174780000;-127948000;;-5562000;98773000;2552000;2530000;101325000;2978000;104303000;-36407000;67896000;;66117000;66117000
