Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
TWTR;30388;USD;2014;FY;2014-12-31;2015-03-02;604990000;604990000;-577820000;208165000;653426000;-201975000;;;;;81796000;-201630000;-719423000;-163477000;-1097272000;;2075137000;71060000;1691722000;669714000
TWTR;30388;USD;2013;FY;2013-12-31;2014-05-08;189510000;189510000;-645323000;110894000;597183000;-61356000;;;;;1398000;-75744000;-1175403000;-8072000;-1306066000;;1948134000;8679000;1942176000;637682000
CSS;702391;USD;2017;FY;2018-03-31;2018-06-05;9108000;9108000;-36520000;10487000;43057000;14344000;;;;;31368000;-7255000;20000000;-65228000;-53233000;-7293000;39780000;201000;32688000;10867000
CSS;702391;USD;2016;FY;2017-03-31;2017-06-07;9074000;9115000;28504000;8477000;-11288000;-10822000;;;;;14871000;-4746000;60000000;-15039000;20287000;-7273000;-65000;123000;-7456000;27766000
CSS;702391;USD;2015;FY;2016-03-31;2016-05-25;9147000;9239000;17236000;8308000;5785000;-16206000;;;;;15123000;-4881000;95000000;-19545000;-14058000;-6764000;0;-10504000;-17567000;-16502000
CSS;702391;USD;2014;FY;2015-03-31;2015-05-22;9326000;9410000;16954000;7878000;5597000;2562000;;;;;32991000;-3898000;30000000;-15146000;-58793000;-5878000;0;46000;-5969000;-31771000
CSS;702391;USD;2013;FY;2014-03-31;2014-05-28;9389000;9436000;18769000;7543000;7208000;-5280000;;;;;27830000;-5016000;0;0;-34378000;-5637000;;-6585000;-12360000;-18908000
CSS;702391;USD;2012;FY;2013-03-31;2013-05-31;9562000;9568000;15227000;7594000;5138000;3469000;;;;;29863000;-4477000;0;0;1781000;-5731000;;-4672000;-10671000;20973000
CSS;702391;USD;2011;FY;2012-03-31;2012-06-04;9728000;9732000;15670000;7880000;5486000;-15626000;;;;;25796000;-3475000;;;-966000;-5837000;-66000;-1283000;-7272000;17558000
CSS;702391;USD;2010;FY;2011-03-31;2011-08-05;9703000;9715000;5611000;9358000;6095000;-2195000;;;;;30698000;-2893000;;;-3384000;-5823000;-481000;743000;-5583000;21731000
CSS;702391;USD;2018;FY;2019-03-31;2019-05-31;8964000;8964000;-53545000;13967000;42361000;-1783000;;;;;1000000;-9240000;0;-2500000;-14990000;-7179000;-13988000;-4372000;-27512000;-41460000
CUZ;446395;USD;2017;FY;2017-12-31;2018-02-07;103902500;105824250;219959000;;61428000;-69738000;;;;;211649000;;0;-20080000;112110000;-99151000;-281987000;0;-169335000;154424000
CUZ;446395;USD;2016;FY;2016-12-31;2017-02-21;63473750;64005750;80104000;;73359000;-35761000;;;;;117702000;;-21190000;-28531000;465849000;-50548000;-188055000;-13743000;-538537000;45014000
CUZ;446395;USD;2015;FY;2015-12-31;2016-02-10;53956750;53994750;125629000;;55619000;-26946000;;;;;154302000;;0;-9985000;35103000;-69196000;-71051000;-47790000;-188140000;1265000
CUZ;446395;USD;2014;FY;2014-12-31;2015-02-12;51054000;51115000;53008000;;109128000;-19736000;;;;;142400000;;0;-18342000;-461615000;-64510000;67475000;0;318240000;-975000
CUZ;446395;USD;2013;FY;2013-12-31;2014-02-13;51102334;51160785;126829000;;3701000;6810000;;;;;137340000;;;-11922000;-1266193000;-37200000;189943000;0;952936000;-175917000
CUZ;446395;USD;2012;FY;2012-12-31;2013-02-13;36883447;36886281;47919000;;44351000;3052000;;;;;95322000;;;-6619000;241961000;-31655000;-117451000;;-165249000;172034000
CUZ;446395;USD;2011;FY;2011-12-31;2012-03-20;36718367;36718367;-123467000;;150431000;28617000;;;;;55581000;;;-23341000;-44862000;-31556000;32865000;;-13460000;-2741000
CUZ;446395;USD;2010;FY;2010-12-31;2011-08-15;35935120;35935120;-12033000;;54767000;36962000;;;;;79696000;;;-26229000;26852000;-25083000;-82695000;;-108413000;-1865000
CUZ;446395;USD;2018;FY;2018-12-31;2019-02-06;105076250;106868250;80765000;;175937000;-27668000;;;;;229034000;;0;-50933000;-284484000;-107167000;-37568000;0;-147600000;-203050000
COR;82753;USD;2018;FY;2018-12-31;2019-02-08;34957244;35137495;106763000;141053000;11055000;-110000;;;;;258761000;-244962000;;-10681000;-255643000;-193038000;192000000;310000;-5766000;-2648000
COR;82753;USD;2017;FY;2017-12-31;2018-02-09;33792759;34058949;100491000;128653000;8315000;-28103000;;;;;209356000;-161806000;;-12158000;-173964000;-172484000;250500000;4820000;-34574000;818000
COR;82753;USD;2016;FY;2016-12-31;2017-02-10;32289414;32732059;81921000;108111000;3540000;-23047000;;;;;170525000;-299237000;;-64965000;-364202000;-108807000;301750000;1290000;191252000;-2425000
COR;82753;USD;2015;FY;2015-12-31;2016-02-12;25218500;25706568;56859000;95182000;726000;-10194000;;;;;142573000;-129932000;;;-127533000;-87420000;73750000;1393000;-18848000;-3808000
COR;82753;USD;2014;FY;2014-12-31;2015-02-13;21161614;21740707;40052000;80166000;3217000;-23919000;;;;;99516000;-106192000;;;-106192000;-73772000;86000000;2354000;12025000;5349000
COR;82753;USD;2013;FY;2013-12-31;2014-02-14;20826622;21503212;31612000;64962000;6505000;-5356000;;;;;97723000;-192580000;;-21889000;-214469000;-57098000;172750000;925000;113929000;-2817000
COR;82753;USD;2012;FY;2012-12-31;2013-02-25;20537946;20992290;10716000;62822000;3909000;-8799000;;;;;68648000;-89912000;;-2581000;-83802000;-33101000;52886000;1564000;16656000;1502000
COR;82753;USD;2011;FY;2011-12-31;2012-02-24;196093750;196093750;-10779000;67317000;-432000;5100000;;;;;61206000;-117524000;;;-112559000;-23785000;-2749000;31000;-28265000;-79618000
TMUS;515267;USD;2016;FY;2016-12-31;2017-02-14;822470275;833054545;1460000000;6243000000;1975000000;-3543000000;;;;;6135000000;-8670000000;;;-5680000000;-55000000;622000000;29000000;463000000;918000000
TMUS;515267;USD;2015;FY;2015-12-31;2016-02-17;812994028;822617938;733000000;4688000000;1375000000;-1382000000;;;;;5414000000;-6659000000;;;-9560000000;-55000000;3358000000;47000000;3413000000;-733000000
TMUS;515267;USD;2014;FY;2014-12-31;2015-02-19;805284712;815922258;247000000;4412000000;1166000000;-1679000000;;;;;4146000000;-7217000000;;;-7246000000;0;1556000000;27000000;2524000000;-576000000
TMUS;515267;USD;2013;FY;2013-12-31;2014-02-25;672955980;676885215;35000000;3627000000;802000000;-919000000;;;;;3545000000;-4406000000;;;-2092000000;0;2241000000;1924000000;4044000000;5497000000
TMUS;515267;USD;2012;FY;2012-12-31;2013-03-01;535286077;535286077;-7336000000;3187000000;9011000000;-1000000000;;;;;3862000000;-3237000000;;;-3915000000;-2403000000;-9000000;0;57000000;4000000
TMUS;515267;USD;2011;FY;2011-12-31;2012-02-29;535286077;535286077;-4718000000;2982000000;6991000000;-275000000;;;;;4980000000;-2750000000;;;-4699000000;0;0;0;0;281000000
TMUS;515267;USD;2010;FY;2010-12-31;2011-03-01;176855523;178067545;193415000;449732000;347046000;4307000;;;;;994500000;-762265000;;-9785000;-950418000;;-149788000;8209000;-176932000;-132850000
TMUS;515267;USD;2009;FY;2009-12-31;2010-08-09;175949449;177971461;176844000;377856000;210380000;134269000;;;;;899349000;-877696000;;0;-1116954000;;452337000;8626000;449038000;231433000
TMUS;515267;USD;2017;FY;2017-12-31;2018-02-08;831850073;871787450;4536000000;5984000000;-335000000;-2223000000;;;;;7962000000;-11065000000;;;-11064000000;-55000000;-536000000;-406000000;-1179000000;-4281000000
TMUS;515267;USD;2018;FY;2018-12-31;2019-02-07;849744152;858290174;2888000000;6486000000;2006000000;-7481000000;;;;;3899000000;-5668000000;;-338000000;-579000000;0;-1855000000;-1071000000;-3336000000;-16000000
ACF;748227;USD;2018;FY;2018-12-31;2019-02-06;;;1570000000;7697000000;-1766000000;-129000000;;;;;7372000000;-43111000000;;-54000000;-17516000000;-434000000;11176000000;492000000;11088000000;876000000
SYK;105030;USD;2016;FY;2016-12-31;2017-02-09;374100000;378500000;1647000000;227000000;285000000;-347000000;;;;;1812000000;-490000000;634000000;-4332000000;-4191000000;-568000000;2912000000;-13000000;2361000000;-63000000
SYK;105030;USD;2015;FY;2015-12-31;2016-02-11;376600000;380900000;1439000000;187000000;-493000000;-234000000;;;;;899000000;-270000000;2379000000;-153000000;1956000000;-521000000;48000000;-700000000;-1141000000;1584000000
SYK;105030;USD;2014;FY;2014-12-31;2015-02-12;378500000;382800000;515000000;190000000;1173000000;-96000000;;;;;1782000000;-233000000;-729000000;-916000000;-1878000000;-462000000;1159000000;-100000000;629000000;456000000
SYK;105030;USD;2013;FY;2013-12-31;2014-02-13;378600000;382100000;1006000000;169000000;881000000;-170000000;;;;;1886000000;-195000000;298000000;-2320000000;-2217000000;-401000000;1005000000;-317000000;300000000;-56000000
SYK;105030;USD;2012;FY;2012-12-31;2013-02-27;380600000;383000000;1298000000;154000000;348000000;-143000000;;;;;1657000000;-210000000;-372000000;-154000000;-736000000;-324000000;-4000000;-108000000;-449000000;490000000
SYK;105030;USD;2011;FY;2011-12-31;2012-02-13;386500000;389500000;1345000000;160000000;252000000;-323000000;;;;;1434000000;-159000000;90000000;-2066000000;-2135000000;-279000000;737000000;-622000000;-161000000;-853000000
SYK;105030;USD;2010;FY;2010-12-31;2011-02-18;396400000;399500000;1273000000;165000000;154000000;-45000000;;;;;1547000000;-121000000;-409000000;-265000000;-795000000;-238000000;1015000000;-426000000;410000000;1099000000
SYK;105030;USD;2009;FY;2009-12-31;2010-02-26;397400000;399400000;1107000000;165000000;229000000;-40000000;;;;;1461000000;-130000000;-628000000;-570000000;-1328000000;-198000000;-3000000;;-193000000;-42000000
SYK;105030;USD;2008;FY;2008-12-31;2009-09-03;408100000;413600000;1147800000;155400000;336000000;-463300000;;;;;1175900000;-146600000;470900000;-14200000;310100000;-135600000;6700000;-949900000;-1046100000;410600000
SYK;105030;USD;2017;FY;2017-12-31;2018-02-08;374000000;380100000;1020000000;271000000;189000000;79000000;;;;;1559000000;-598000000;-183000000;-831000000;-1613000000;-636000000;299000000;-230000000;-794000000;-774000000
SYK;105030;USD;2018;FY;2018-12-31;2019-02-07;374100000;380300000;3553000000;306000000;-1097000000;-152000000;;;;;2610000000;-572000000;168000000;-2451000000;-2857000000;-703000000;2456000000;-300000000;1329000000;1074000000
FLXS;248318;USD;2017;FY;2017-06-30;2017-08-22;7782000;7886000;23786000;7936000;1109000;-6443000;;;;;26388000;-11609000;-18063000;;-29672000;-6062000;0;1078000;-4622000;-7906000
FLXS;248318;USD;2016;FY;2016-06-30;2016-08-24;7595000;7765000;24237000;7556000;1960000;20614000;;;;;54367000;-7306000;-200000;;-4692000;-5455000;-11904000;1591000;-14177000;35498000
FLXS;248318;USD;2015;FY;2015-06-30;2015-08-28;7423000;7708000;22299000;4945000;869000;-24844000;;;;;3269000;-37268000;-344000;;-32559000;-5115000;11904000;790000;8396000;-20894000
FLXS;248318;USD;2014;FY;2014-06-30;2014-08-28;7231000;7511000;14990000;4197000;-247000;-2703000;;;;;16237000;-4089000;-328000;;-4417000;-4323000;;2388000;-578000;11242000
FLXS;248318;USD;2013;FY;2013-06-30;2013-08-23;7041000;7326000;13151000;3803000;1119000;-12168000;;;;;5905000;-6204000;187000;;-6017000;-4213000;;1107000;-2924000;-3036000
FLXS;248318;USD;2012;FY;2012-06-30;2012-08-22;6781000;7008000;13068000;2835000;902000;-7828000;;;;;8977000;-10905000;-372000;;-11277000;-2535000;;916000;-1619000;-3919000
FLXS;248318;USD;2011;FY;2011-06-30;2011-10-24;6693000;6929000;10417000;2690000;1977000;-1284000;;;;;13800000;-2386000;-288000;;-2674000;-1839000;;324000;-1515000;9611000
FLXS;248318;USD;2018;FY;2018-06-30;2018-09-06;7848000;7919000;17666000;7367000;-1105000;3366000;;;;;27294000;-23295000;1942000;;-21353000;-6746000;;233000;-7065000;-1124000
FLXS;248318;USD;2019;FY;2019-06-30;2019-09-13;7889000;7889000;-32605000;7440000;25211000;6668000;;;;;6714000;-21098000;15928000;;-5170000;-6918000;;81000;-7047000;-5503000
FAST;339017;USD;2015;FY;2015-12-31;2016-02-05;582906214;584090884;516361000;86598000;18099000;-74118000;;;;;546940000;-145227000;;-23493000;-180627000;-327101000;260000000;-273852000;-337563000;14523000
FAST;339017;USD;2014;FY;2014-12-31;2015-02-05;592980756;594626488;494150000;72672000;17221000;-84651000;;;;;499392000;-183655000;;-5575000;-188781000;-296581000;90000000;-45245000;-249732000;55990000
FAST;339017;USD;2013;FY;2013-12-31;2014-02-06;593508320;595367176;448636000;64191000;19520000;-116227000;;;;;416120000;-201550000;;0;-201792000;-237456000;0;226000;-234443000;-21105000
FAST;339017;USD;2012;FY;2012-12-31;2013-02-07;592178696;594301900;420536000;54052000;19416000;-97712000;;;;;396292000;-133882000;;0;-107204000;-367306000;0;29644000;-327513000;-38065000
FAST;339017;USD;2011;FY;2011-12-31;2012-02-09;590107580;591737452;357929000;44706000;29208000;-163354000;;;;;268489000;-116489000;;;-112223000;-191741000;0;8939000;-181819000;-26017000
FAST;339017;USD;2010;FY;2010-12-31;2011-02-09;589722848;589722848;265356000;40755000;14325000;-79948000;;;;;240488000;-69138000;;;-80048000;-182814000;;0;-182814000;-21159000
FAST;339017;USD;2009;FY;2009-12-31;2010-02-09;593431940;593431940;184357000;40087000;20208000;61418000;;;;;306070000;-47675000;;-5032000;-81749000;-106943000;;-41104000;-148047000;78960000
FAST;339017;USD;2008;FY;2008-12-31;2009-07-24;595324112;595324112;279705000;39268000;8493000;-67568000;;;;;259898000;-86923000;;0;-86583000;-117474000;;-25958000;-143432000;28672000
FAST;339017;USD;2016;FY;2016-12-31;2017-02-06;577899050;578315046;499478000;104052000;31805000;-121336000;;;;;513999000;-182946000;;0;-188093000;-346588000;30000000;-30168000;-340872000;-16284000
FAST;339017;USD;2017;FY;2017-12-31;2018-02-05;576416870;576685466;578600000;127400000;-17600000;-103200000;;;;;585200000;-112500000;;-58700000;-179300000;-369100000;35000000;-73100000;-407200000;4200000
FAST;339017;USD;2018;FY;2018-12-31;2019-02-06;573933834;574325528;751900000;138200000;46500000;-262400000;;;;;674200000;-166800000;;-3700000;-173900000;-441900000;85000000;-89600000;-446500000;50300000
NWE;342218;USD;2016;FY;2016-12-31;2017-02-17;48298896;48475062;164172000;159336000;2857000;-37353000;;;;;289012000;-287901000;;0;-286547000;-95765000;95392000;0;-9366000;-6901000
NWE;342218;USD;2015;FY;2015-12-31;2016-02-11;47298350;47642801;151209000;144702000;48126000;-4219000;;;;;339818000;-283705000;;-146668000;-384056000;-90058000;82009000;56651000;35856000;-8382000
NWE;342218;USD;2014;FY;2014-12-31;2015-02-12;40156177;40431951;120686000;123776000;-9055000;14632000;;;;;250039000;-270384000;;-903573000;-1206949000;-65019000;632589000;399207000;960715000;3805000
NWE;342218;USD;2013;FY;2013-12-31;2014-02-19;38144852;38227075;93983000;112831000;58143000;-71241000;;;;;193716000;-230454000;;-68666000;-295354000;-57684000;117867000;56825000;108373000;6735000
NWE;342218;USD;2012;FY;2012-12-31;2013-02-14;36847427;37040900;98406000;106044000;36847000;9896000;;;;;251193000;-219234000;;-103241000;-322213000;-54246000;102055000;28477000;74914000;3894000
NWE;342218;USD;2011;FY;2011-12-31;2012-02-16;36258463;36547209;92556000;100926000;68187000;-27912000;;;;;233757000;-188730000;;0;-188521000;-51909000;7345000;0;-45542000;-306000
NWE;342218;USD;2010;FY;2010-12-31;2011-02-11;36190373;36219121;77376000;91769000;52989000;-3214000;;;;;218920000;-228373000;;-12372000;-240676000;-48997000;80848000;0;23646000;1890000
NWE;342218;USD;2009;FY;2009-12-31;2010-07-29;36091362;;73420000;89039000;51641000;-97296000;;;;;116804000;-189360000;;0;-189034000;-48186000;125033000;;65282000;-6948000
NWE;342218;USD;2017;FY;2017-12-31;2018-02-13;48557599;48655321;162703000;166137000;23175000;-28407000;;;;;323608000;-276438000;;0;-276059000;-101270000;18745000;53669000;-44155000;3394000
NWE;342218;USD;2018;FY;2018-12-31;2019-02-12;49984562;50237471;196960000;174476000;-774000;11323000;;;;;381985000;-283966000;-2500000;-18504000;-304899000;-109202000;-11556000;44796000;-73804000;3282000
MDLZ;378190;USD;2016;FY;2016-12-31;2017-02-24;1556000000;1573000000;1669000000;823000000;552000000;-206000000;;;;;2838000000;-1086000000;;57000000;-1029000000;-1094000000;1704000000;-2601000000;-1862000000;-129000000
MDLZ;378190;USD;2015;FY;2015-12-31;2016-02-19;1618000000;1637000000;7291000000;894000000;-5080000000;623000000;;;;;3728000000;-1454000000;;4208000000;2649000000;-1008000000;-1379000000;-3622000000;-5883000000;239000000
MDLZ;378190;USD;2014;FY;2014-12-31;2015-02-20;1691000000;1709000000;2201000000;1059000000;-124000000;426000000;;;;;3562000000;-1635000000;;-7000000;-1642000000;-964000000;-218000000;-1700000000;-2688000000;-991000000
MDLZ;378190;USD;2013;FY;2013-12-31;2014-03-03;1774000000;1789000000;3935000000;1077000000;335000000;1063000000;;;;;6410000000;-1479000000;;-59000000;-1483000000;-943000000;-2976000000;-2900000000;-6687000000;-1853000000
MDLZ;378190;USD;2012;FY;2012-12-31;2013-02-25;1777000000;1789000000;3094000000;1345000000;594000000;-1110000000;;;;;3923000000;-1477000000;;200000000;-1687000000;-2058000000;2373000000;;204000000;2501000000
MDLZ;378190;USD;2011;FY;2011-12-31;2012-02-27;1765000000;1772000000;3574000000;1485000000;-88000000;-451000000;;;;;4520000000;-1728000000;;;-1728000000;-2043000000;-1643000000;;-3175000000;-507000000
MDLZ;378190;USD;2010;FY;2010-12-31;2011-02-28;1715000000;1720000000;4139000000;1440000000;-781000000;-1050000000;;;;;3748000000;-1653000000;;-5809000000;-7462000000;-2175000000;6435000000;;4188000000;380000000
MDLZ;378190;USD;2009;FY;2009-12-31;2010-02-25;1478000000;1486000000;3028000000;931000000;494000000;631000000;;;;;5084000000;-1280000000;;41000000;-1239000000;-1712000000;-1411000000;;-3133000000;857000000
MDLZ;378190;USD;2008;FY;2008-12-31;2009-08-05;1505000000;1515000000;2893000000;986000000;-46000000;308000000;;;;;4141000000;-1367000000;;-2000000;-1320000000;-1663000000;311000000;-777000000;-2057000000;677000000
MDLZ;378190;USD;2017;FY;2017-12-31;2018-02-09;1513000000;1531000000;2936000000;816000000;-166000000;-993000000;;;;;2593000000;-905000000;;604000000;-301000000;-1198000000;-196000000;-2174000000;-3361000000;-980000000
MDLZ;378190;USD;2018;FY;2018-12-31;2019-02-08;1472000000;1486000000;3395000000;811000000;617000000;-97000000;;;;;4726000000;-697000000;;-527000000;-2002000000;-1359000000;839000000;-2020000000;-2329000000;339000000
ALXN;65359;USD;2017;FY;2017-12-31;2018-02-08;223900000;225400000;443300000;496700000;346100000;-170500000;;;;;1115600000;-357300000;-561100000;0;-918300000;;-175000000;-377700000;-596600000;-381600000
ALXN;65359;USD;2016;FY;2016-12-31;2017-02-16;224000000;227000000;399400000;396400000;427100000;-136600000;;;;;1086300000;-332700000;46200000;0;-287600000;;-375000000;-393500000;-836200000;-44100000
ALXN;65359;USD;2015;FY;2015-12-31;2016-02-08;213431000;215933000;144400000;166600000;779400000;-415200000;;;;;675200000;-286300000;635000000;-3939300000;-3585200000;;3398800000;-245700000;2985100000;66100000
ALXN;65359;USD;2014;FY;2014-12-31;2015-02-06;198103000;201623000;657000000;47000000;-222000000;158000000;;;;;640000000;-137000000;-85000000;0;-223000000;;-55000000;-189000000;7000000;414000000
ALXN;65359;USD;2013;FY;2013-12-31;2014-02-10;195532000;199712000;252895000;28693000;106122000;109639000;;;;;497349000;-29329000;-988497000;0;-1027141000;;-36000000;5145000;71639000;-459644000
ALXN;65359;USD;2012;FY;2012-12-31;2013-02-19;190461000;198501000;254822000;23887000;145957000;-14053000;;;;;410613000;-21846000;0;-605735000;-627585000;;149000000;517097000;666376000;448636000
ALXN;65359;USD;2011;FY;2011-12-31;2012-02-17;183220000;191806000;175315000;17616000;94336000;-17183000;;;;;270084000;-21982000;94458000;-105886000;-33717000;;0;35765000;39050000;273720000
ALXN;65359;USD;2010;FY;2010-12-31;2011-02-17;178542000;186074000;97030000;15792000;75445000;-27361000;;;;;160906000;-12843000;-76473000;0;-89318000;;0;37546000;38867000;109973000
ALXN;65359;USD;2009;FY;2009-12-31;2010-07-30;170652000;181164000;295166000;12473000;-179559000;-14239000;;;;;113841000;-35275000;-46766000;0;-81423000;;-44301000;30733000;-14270000;19160000
ALXN;65359;USD;2018;FY;2018-12-31;2019-02-06;222700000;224500000;77600000;405300000;377300000;-434200000;;;;;426000000;-213000000;680700000;;470500000;;-43800000;-37700000;-102400000;782900000
AJG;66898;USD;2017;FY;2017-12-31;2018-02-12;180100000;;499200000;385800000;96200000;-127000000;-220300000;;334300000;-241000000;854200000;-129200000;;-376100000;-511000000;-282700000;260600000;42800000;-47800000;367400000
AJG;66898;USD;2016;FY;2016-12-31;2017-02-13;177600000;;445000000;350800000;114900000;-261100000;-242800000;;240200000;-258500000;649600000;-217800000;;-243400000;-485300000;-272200000;396800000;-55400000;-11600000;45100000
AJG;66898;USD;2015;FY;2015-12-31;2016-02-10;172200000;;389100000;334200000;223800000;-261000000;-209300000;;252200000;-303900000;686100000;-99000000;;-249600000;-368900000;-257500000;78900000;203300000;-31700000;210500000
